Table,position,bucket,Time,Species ,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20,,,,,,,,,,,,,
2,7,31,3,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,7,31,3,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,7,31,3,Amphipods,3,4,3,3,12,17,5,9,,,,,,,,,,,,,,,,,,,,,,,,,
2,7,31,3,Larvae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,7,31,3,Nematodes,42,36,37,32,22,47,47,40,22,,,,,,,,,,,,,,,,,,,,,,,,
2,8,32,3,Ostracod,5,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,8,32,3,Copepod,7,4,3,6,4,4,4,5,4,3,5,6,4,4,6,4,4,3,3,6,,,,,,,,,,,,,
2,8,32,3,Gastropod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,8,32,3,Foraminifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,8,32,3,Isopods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,8,32,3,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,8,32,3,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,8,32,3,Amphipods,9,7,11,9,14,15,6,13,9,9,10,9,9,12,7,8,12,,,,,,,,,,,,,,,,
2,8,32,3,Larvae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,8,32,3,Nematodes,36,42,47,32,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,9,33,3,Ostracod,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,9,33,3,Copepod,4,3,7,3,3,4,3,3,4,5,5,7,6,6,4,6,3,5,7,7,,,,,,,,,,,,,
2,9,33,3,Gastropod,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,9,33,3,Foraminifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,9,33,3,Isopods,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,9,33,3,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,9,33,3,Brittle stars,61,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,9,33,3,Amphipods,11,5,11,7,9,11,12,9,5,6,5,6,4,7,5,19,7,20,5,,,,,,,,,,,,,,
2,9,33,3,Larvae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,9,33,3,Nematodes,42,47,32,30,22,47,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,10,34,3,Ostracod,3,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,10,34,3,Copepod,4,7,6,6,5,4,6,6,5,5,3,6,3,3,4,3,6,3,5,4,,,,,,,,,,,,,
2,10,34,3,Gastropod,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,10,34,3,Foraminifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,10,34,3,Isopods,19,19,12,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,10,34,3,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,10,34,3,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,10,34,3,Amphipods,5,12,25,6,5,5,16,4,,,,,,,,,,,,,,,,,,,,,,,,,
2,10,34,3,Larvae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,10,34,3,Nematodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,11,35,3,Ostracod,2,3,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,11,35,3,Copepod,6,3,3,6,5,3,7,6,5,5,4,6,5,3,4,5,3,3,4,5,,,,,,,,,,,,,
2,11,35,3,Gastropod,2,2,5,4,3,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,
2,11,35,3,Foraminifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,11,35,3,Isopods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,11,35,3,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,11,35,3,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,11,35,3,Amphipods,10,21,11,11,8,12,14,28,,,,,,,,,,,,,,,,,,,,,,,,,
2,11,35,3,Larvae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,11,35,3,Nematodes,42,42,47,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,12,36,3,Ostracod,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,12,36,3,Copepod,3,3,5,5,5,4,5,6,4,8,5,4,3,3,3,3,4,6,6,7,,,,,,,,,,,,,
2,12,36,3,Gastropod,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,12,36,3,Foraminifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,12,36,3,Isopods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,12,36,3,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,12,36,3,Brittle stars,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,12,36,3,Amphipods,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,12,36,3,Larvae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,12,36,3,Nematodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,13,37,3,Ostracod,2,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,13,37,3,Copepod,7,4,4,5,4,5,4,4,5,3,4,3,5,6,5,3,3,3,6,7,,,,,,,,,,,,,
2,13,37,3,Gastropod,11,5,5,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,13,37,3,Foraminifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,13,37,3,Isopods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,13,37,3,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,13,37,3,Brittle stars,21,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,13,37,3,Amphipods,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,13,37,3,Larvae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,13,37,3,Nematodes,47,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,14,38,3,Ostracod,2,3,4,2,2,3,6,4,3,2,2,2,2,,,,,,,,,,,,,,,,,,,,
2,14,38,3,Copepod,5,3,5,4,6,4,4,5,5,5,3,3,4,4,4,6,4,3,5,3,,,,,,,,,,,,,
2,14,38,3,Gastropod,4,4,4,4,4,4,5,4,3,4,,,,,,,,,,,,,,,,,,,,,,,
2,14,38,3,Foraminifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,14,38,3,Isopods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,14,38,3,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,14,38,3,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,14,38,3,Amphipods,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,14,38,3,Larvae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,14,38,3,Nematodes,37,42,32,47,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,15,39,3,Ostracod,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,15,39,3,Copepod,3,3,4,3,4,5,6,5,4,4,3,5,5,6,5,6,,,,,,,,,,,,,,,,,
2,15,39,3,Gastropod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,15,39,3,Foraminifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,15,39,3,Isopods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,15,39,3,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,15,39,3,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,15,39,3,Amphipods,17,10,9,11,11,8,9,5,14,17,12,4,4,7,7,,,,,,,,,,,,,,,,,,
2,15,39,3,Larvae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,15,39,3,Nematodes,47,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,16,40,3,Ostracod,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,16,40,3,Copepod,4,3,3,4,4,3,3,5,4,6,3,5,6,5,4,3,6,6,5,4,,,,,,,,,,,,,
2,16,40,3,Gastropod,4,5,15,3,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,16,40,3,Foraminifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,16,40,3,Isopods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,16,40,3,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,16,40,3,Brittle stars,19,69,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,16,40,3,Amphipods,10,4,5,17,8,6,14,18,17,7,7,6,7,14,14,14,4,14,16,,,,,,,,,,,,,,
2,16,40,3,Larvae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,16,40,3,Nematodes,37,37,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,17,41,3,Ostracod,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,17,41,3,Copepod,3,4,3,5,3,4,3,4,4,3,4,3,3,4,4,4,6,7,6,6,,,,,,,,,,,,,
2,17,41,3,Gastropod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,17,41,3,Foraminifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,17,41,3,Isopods,9,8,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,17,41,3,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,17,41,3,Brittle stars,14,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,17,41,3,Amphipods,8,21,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,17,41,3,Larvae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,17,41,3,Nematodes,22,32,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,18,42,3,Ostracod,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,18,42,3,Copepod,5,4,7,7,5,4,3,5,3,4,4,7,4,3,3,6,5,3,5,3,,,,,,,,,,,,,
2,18,42,3,Gastropod,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,18,42,3,Foraminifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,18,42,3,Isopods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,18,42,3,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,18,42,3,Brittle stars,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,18,42,3,Amphipods,14,12,11,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,18,42,3,Larvae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,18,42,3,Nematodes,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,19,43,3,Ostracod,2,3,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,19,43,3,Copepod,3,4,3,3,4,5,6,5,6,3,4,4,5,6,5,5,5,6,4,7,,,,,,,,,,,,,
2,19,43,3,Gastropod,15,16,15,2,19,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,19,43,3,Foraminifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,19,43,3,Isopods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,19,43,3,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,19,43,3,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,19,43,3,Amphipods,9,13,11,9,19,9,12,10,9,,,,,,,,,,,,,,,,,,,,,,,,
2,19,43,3,Larvae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,19,43,3,Nematodes,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,20,44,3,Ostracod,3,2,4,4,4,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
2,20,44,3,Copepod,3,3,4,6,3,6,4,7,4,4,5,3,5,4,5,3,4,7,4,6,,,,,,,,,,,,,
2,20,44,3,Gastropod,4,4,5,4,5,3,16,5,,,,,,,,,,,,,,,,,,,,,,,,,
2,20,44,3,Foraminifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,20,44,3,Isopods,9,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,20,44,3,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,20,44,3,Brittle stars,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,20,44,3,Amphipods,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,20,44,3,Larvae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,20,44,3,Nematodes,22,32,47,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,21,45,3,Ostracod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,21,45,3,Copepod,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,21,45,3,Gastropod,3,4,5,5,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,21,45,3,Foraminifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,21,45,3,Isopods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,21,45,3,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,21,45,3,Brittle stars,17,81,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,21,45,3,Amphipods,14,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,21,45,3,Larvae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,21,45,3,Nematodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,22,46,3,Ostracod,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,22,46,3,Copepod,4,5,5,5,4,3,3,4,5,,,,,,,,,,,,,,,,,,,,,,,,
2,22,46,3,Gastropod,3,5,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,22,46,3,Foraminifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,22,46,3,Isopods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,22,46,3,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,22,46,3,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,22,46,3,Amphipods,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,22,46,3,Larvae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,22,46,3,Nematodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,23,47,3,Ostracod,2,3,5,2,3,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,
2,23,47,3,Copepod,4,5,3,6,6,3,7,3,4,4,3,5,4,4,4,5,3,3,6,7,,,,,,,,,,,,,
2,23,47,3,Gastropod,4,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,23,47,3,Foraminifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,23,47,3,Isopods,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,23,47,3,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,23,47,3,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,23,47,3,Amphipods,19,6,10,14,9,13,20,,,,,,,,,,,,,,,,,,,,,,,,,,
2,23,47,3,Larvae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,23,47,3,Nematodes,42,47,37,32,22,42,22,42,,,,,,,,,,,,,,,,,,,,,,,,,
2,24,48,3,Ostracod,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,24,48,3,Copepod,4,4,5,6,4,4,6,4,4,5,4,6,5,4,4,4,5,6,4,4,,,,,,,,,,,,,
2,24,48,3,Gastropod,12,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,24,48,3,Foraminifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,24,48,3,Isopods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,24,48,3,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,24,48,3,Brittle stars,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,24,48,3,Amphipods,17,7,14,8,4,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,24,48,3,Larvae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,24,48,3,Nematodes,32,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1,49,3,Ostracod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1,49,3,Copepod,3,4,3,6,3,3,3,4,5,5,4,7,4,5,4,4,5,7,5,6,,,,,,,,,,,,,
3,1,49,3,Gastropod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1,49,3,Foraminifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1,49,3,Isopods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1,49,3,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1,49,3,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1,49,3,Amphipods,19,18,7,7,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1,49,3,Larvae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1,49,3,Nematodes,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2,50,3,Ostracod,2,2,5,2,3,4,2,2,2,3,3,,,,,,,,,,,,,,,,,,,,,,
3,2,50,3,Copepod,5,7,4,4,5,5,4,4,3,4,5,4,4,4,7,5,6,5,6,5,,,,,,,,,,,,,
3,2,50,3,Gastropod,2,16,8,19,3,16,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2,50,3,Foraminifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2,50,3,Isopods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2,50,3,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2,50,3,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2,50,3,Amphipods,17,7,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2,50,3,Larvae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2,50,3,Nematodes,47,42,22,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,51,3,Ostracod,2,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,51,3,Copepod,4,5,4,4,5,5,5,5,6,6,3,3,4,4,5,3,4,5,6,5,,,,,,,,,,,,,
3,3,51,3,Gastropod,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,51,3,Foraminifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,51,3,Isopods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,51,3,Mites ,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,51,3,Brittle stars,79,36,24,39,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,51,3,Amphipods,20,8,8,14,9,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,51,3,Larvae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,51,3,Nematodes,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4,52,3,Ostracod,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4,52,3,Copepod,4,3,5,4,6,5,4,3,3,5,6,3,3,3,4,5,5,4,5,7,,,,,,,,,,,,,
3,4,52,3,Gastropod,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4,52,3,Foraminifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4,52,3,Isopods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4,52,3,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4,52,3,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4,52,3,Amphipods,14,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4,52,3,Larvae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4,52,3,Nematodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5,53,3,Ostracod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5,53,3,Copepod,4,4,6,5,7,6,5,4,4,3,5,4,4,4,5,5,5,6,4,3,,,,,,,,,,,,,
3,5,53,3,Gastropod,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5,53,3,Foraminifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5,53,3,Isopods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5,53,3,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5,53,3,Brittle stars,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5,53,3,Amphipods,4,7,4,9,8,16,14,12,11,13,,,,,,,,,,,,,,,,,,,,,,,
3,5,53,3,Larvae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5,53,3,Nematodes,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,6,54,3,Ostracod,3,3,2,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,6,54,3,Copepod,4,3,5,3,3,4,4,3,3,5,7,5,6,5,6,5,5,3,3,4,,,,,,,,,,,,,
3,6,54,3,Gastropod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,6,54,3,Foraminifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,6,54,3,Isopods,9,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,6,54,3,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,6,54,3,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,6,54,3,Amphipods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,6,54,3,Larvae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,6,54,3,Nematodes,42,47,37,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,7,55,3,Ostracod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,7,55,3,Copepod,4,6,4,4,5,4,4,4,5,5,6,5,4,3,7,4,3,4,3,5,,,,,,,,,,,,,
3,7,55,3,Gastropod,5,5,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,7,55,3,Foraminifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,7,55,3,Isopods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,7,55,3,Mites ,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,7,55,3,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,7,55,3,Amphipods,7,6,7,4,11,14,9,5,6,5,7,11,6,8,6,11,13,10,,,,,,,,,,,,,,,
3,7,55,3,Larvae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,7,55,3,Nematodes,36,42,47,22,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,8,56,3,Ostracod,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,8,56,3,Copepod,5,6,6,6,5,5,4,5,6,6,7,4,7,6,6,7,7,5,3,4,,,,,,,,,,,,,
3,8,56,3,Gastropod,5,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,8,56,3,Foraminifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,8,56,3,Isopods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,8,56,3,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,8,56,3,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,8,56,3,Amphipods,14,7,6,9,4,10,12,,,,,,,,,,,,,,,,,,,,,,,,,,
3,8,56,3,Larvae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,8,56,3,Nematodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,9,57,3,Ostracod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,9,57,3,Copepod,5,5,6,4,6,4,4,6,7,5,6,4,7,5,6,7,5,5,6,3,,,,,,,,,,,,,
3,9,57,3,Gastropod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,9,57,3,Foraminifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,9,57,3,Isopods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,9,57,3,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,9,57,3,Brittle stars,28,13,10,7,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,9,57,3,Amphipods,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,9,57,3,Larvae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,9,57,3,Nematodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,10,58,3,Ostracod,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,10,58,3,Copepod,5,5,6,5,5,4,5,6,4,3,7,3,5,5,4,5,3,3,4,4,,,,,,,,,,,,,
3,10,58,3,Gastropod,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,10,58,3,Foraminifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,10,58,3,Isopods,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,10,58,3,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,10,58,3,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,10,58,3,Amphipods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,10,58,3,Larvae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,10,58,3,Nematodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,11,59,3,Ostracod,3,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
